ticket_id,customer_id,created_date,issue_type,resolved,satisfaction_score
687,380,2025-06-17,delivery,1,
688,423,2024-01-18,product_defect,1,5.0
689,263,2024-10-15,billing,0,3.0
690,11,2025-06-25,billing,1,1.0
691,96,2025-01-05,other,0,5.0
692,138,2024-12-13,refund,1,3.0
693,432,2025-01-15,product_defect,1,3.0
694,63,2025-01-23,delivery,1,4.0
695,373,2024-03-29,product_defect,1,1.0
696,90,2024-06-18,delivery,1,4.0
697,417,2024-04-15,refund,0,5.0
698,6,2024-04-26,other,1,1.0
699,118,2024-04-24,billing,1,4.0
700,51,2024-12-16,refund,1,3.0
701,278,2025-05-28,delivery,1,5.0
702,391,2024-11-03,refund,1,4.0
703,208,2024-01-09,delivery,0,5.0
704,267,2025-01-15,delivery,0,5.0
705,320,2024-10-24,other,0,5.0
706,228,2025-03-03,refund,1,4.0
707,377,2024-07-26,delivery,0,4.0
708,142,2024-08-23,product_defect,1,1.0
709,87,2024-12-28,delivery,0,4.0
710,94,2025-01-24,refund,0,4.0
711,88,2024-05-01,delivery,1,4.0
712,19,2024-11-18,delivery,1,2.0
713,22,2025-06-12,refund,1,4.0
714,27,2024-02-05,product_defect,1,4.0
715,79,2024-07-01,refund,0,4.0
716,318,2024-10-20,billing,1,5.0
717,121,2025-05-24,other,1,4.0
718,293,2025-06-16,billing,0,4.0
719,37,2024-11-20,other,1,4.0
720,401,2024-10-27,other,1,5.0
721,178,2024-08-15,billing,1,5.0
722,221,2024-09-01,delivery,1,3.0
723,338,2025-02-07,delivery,1,3.0
724,499,2024-10-26,product_defect,1,5.0
725,397,2024-10-31,billing,1,5.0
726,201,2025-04-09,billing,1,1.0
727,173,2024-03-17,product_defect,0,4.0
728,170,2025-06-10,billing,0,3.0
729,42,2025-01-22,product_defect,1,5.0
730,169,2024-11-18,product_defect,1,2.0
731,380,2024-11-14,delivery,1,5.0
732,139,2024-11-13,refund,1,5.0
733,196,2024-11-07,delivery,1,5.0
734,35,2024-07-11,delivery,0,
735,126,2025-02-09,refund,0,4.0
736,35,2024-05-18,delivery,1,5.0
737,236,2024-12-25,other,1,5.0
738,149,2024-10-16,refund,1,5.0
739,485,2024-07-20,product_defect,1,4.0
740,295,2025-03-18,delivery,1,2.0
741,187,2024-06-24,billing,1,
742,269,2024-12-28,refund,1,2.0
743,480,2024-05-17,product_defect,1,
744,91,2024-04-20,product_defect,0,3.0
745,127,2024-11-12,refund,1,4.0
746,273,2025-06-20,product_defect,1,
747,53,2024-06-13,product_defect,0,5.0
748,260,2024-03-03,billing,1,4.0
749,79,2024-03-07,refund,1,3.0
750,433,2024-09-27,other,0,3.0
751,387,2025-03-06,refund,0,1.0
752,25,2025-01-26,delivery,1,4.0
753,269,2024-04-25,refund,1,4.0
754,105,2025-04-04,refund,1,3.0
755,291,2024-03-31,refund,1,4.0
756,273,2024-11-03,billing,1,
757,484,2025-04-11,product_defect,1,5.0
758,89,2025-03-20,other,1,4.0
759,253,2025-01-21,delivery,1,
760,483,2024-07-01,product_defect,0,4.0
761,59,2025-02-25,delivery,1,3.0
762,127,2024-07-31,refund,1,4.0
763,360,2024-07-11,refund,1,5.0
764,55,2024-10-19,product_defect,1,3.0
765,104,2024-12-05,product_defect,1,3.0
766,479,2024-04-25,delivery,1,
767,291,2025-05-27,delivery,1,5.0
768,29,2025-04-21,refund,1,5.0
769,428,2024-06-04,delivery,1,5.0
770,262,2024-05-12,product_defect,0,5.0
771,239,2024-02-07,refund,1,2.0
772,497,2024-08-11,billing,0,5.0
773,158,2024-04-03,other,1,3.0
774,190,2025-05-26,refund,0,2.0
775,288,2025-05-08,other,1,
776,121,2025-03-31,billing,1,1.0
777,64,2024-06-03,delivery,1,1.0
778,70,2025-01-14,billing,1,3.0
779,154,2024-09-27,refund,1,5.0
780,40,2024-05-30,product_defect,1,
781,253,2024-10-21,product_defect,1,2.0
782,497,2024-03-31,billing,1,4.0
783,128,2025-06-12,billing,1,5.0
784,21,2024-03-31,billing,0,4.0
785,20,2024-06-14,refund,1,3.0
786,84,2024-05-01,other,0,3.0
787,293,2024-10-13,product_defect,1,4.0
788,236,2025-01-04,billing,1,1.0
789,201,2025-06-10,billing,0,5.0
790,378,2024-08-01,delivery,1,3.0
791,196,2024-04-20,refund,0,5.0
792,309,2024-01-12,billing,1,5.0
793,499,2024-11-24,other,1,4.0
794,85,2025-06-22,billing,1,5.0
795,56,2024-02-04,refund,1,2.0
796,109,2025-07-01,delivery,1,3.0
797,78,2024-05-24,refund,1,4.0
798,415,2025-05-14,refund,1,5.0
799,439,2024-02-08,billing,1,5.0
800,280,2025-05-05,product_defect,0,4.0
