order_id,customer_id,product_id,order_date,quantity,amount,status
11148,270,22,2024-05-08,1,20.95,completed
11149,139,1,2024-05-08,1,737.9,completed
11150,334,19,2024-05-08,1,24.75,completed
11151,333,15,2024-05-08,1,127.3,completed
11152,478,18,2024-05-08,2,11.55,returned
11153,462,15,2024-05-08,2,257.31,completed
11154,371,9,2024-05-08,4,175.98,completed
11155,45,18,2024-05-08,4,23.44,cancelled
11156,295,21,2024-05-09,3,228.58,returned
11157,10,14,2024-05-09,4,551.76,returned
11158,439,26,2024-05-09,1,34.39,returned
11159,98,22,2024-05-09,3,63.84,completed
11160,497,20,2024-05-09,4,71.86,completed
11161,84,3,2024-05-09,4,3291.5,completed
11162,426,9,2024-05-09,1,43.38,completed
11163,307,23,2024-05-09,1,10.61,returned
11164,347,11,2024-05-09,1,26.75,completed
11165,260,16,2024-05-09,3,69.68,returned
11166,194,30,2024-05-09,1,45.8,returned
11167,454,30,2024-05-09,3,142.12,cancelled
11168,10,1,2024-05-09,1,689.87,cancelled
11169,347,1,2024-05-09,2,1425.3,completed
11170,282,25,2024-05-09,2,109.71,cancelled
11171,277,2,2024-05-09,3,1259.39,cancelled
11172,390,17,2024-05-09,1,14.32,completed
11173,417,8,2024-05-10,2,83.04,returned
11174,458,2,2024-05-10,2,792.4,completed
11175,300,11,2024-05-10,3,79.53,completed
11176,128,5,2024-05-10,1,146.32,completed
11177,376,15,2024-05-10,3,384.24,completed
11178,396,29,2024-05-10,4,167.46,cancelled
11179,48,24,2024-05-11,2,73.02,completed
11180,273,13,2024-05-11,3,158.38,completed
11181,11,13,2024-05-11,1,50.48,cancelled
11182,30,2,2024-05-11,1,399.26,completed
11183,163,12,2024-05-11,1,93.44,returned
11184,386,27,2024-05-11,4,250.78,completed
11185,101,1,2024-05-12,1,704.19,completed
11186,372,13,2024-05-12,2,108.49,returned
11187,390,14,2024-05-12,1,140.7,completed
11188,49,10,2024-05-12,1,168.83,completed
11189,308,16,2024-05-12,1,21.48,completed
11190,422,3,2024-05-12,3,2484.13,completed
11191,63,6,2024-05-12,2,412.02,cancelled
11192,121,4,2024-05-12,1,592.73,completed
11193,266,14,2024-05-12,4,549.47,completed
11194,66,26,2024-05-12,3,101.29,completed
11195,3,24,2024-05-12,4,147.04,completed
11196,411,6,2024-05-12,4,887.76,completed
11197,372,24,2024-05-12,3,104.2,cancelled
11198,141,4,2024-05-12,4,2242.96,completed
11199,10,9,2024-05-12,3,130.12,returned
11200,399,16,2024-05-12,1,21.44,completed
11201,136,30,2024-05-12,2,96.08,completed
11202,101,1,2024-05-13,3,2071.54,returned
11203,404,16,2024-05-13,4,88.21,returned
11204,458,9,2024-05-13,2,88.49,returned
11205,345,5,2024-05-13,1,139.5,returned
11206,10,10,2024-05-13,1,166.91,returned
11207,204,28,2024-05-13,2,64.2,returned
11208,134,14,2024-05-13,2,276.56,returned
11209,10,18,2024-05-13,4,23.03,returned
11210,252,23,2024-05-13,4,43.83,completed
11211,390,11,2024-05-14,4,107.03,completed
11212,390,4,2024-05-14,2,1158.22,completed
11213,273,29,2024-05-14,1,43.1,completed
11214,50,25,2024-05-14,1,59.99,completed
11215,3,30,2024-05-14,4,192.94,completed
11216,471,29,2024-05-14,2,87.86,completed
11217,353,21,2024-05-14,4,322.66,cancelled
11218,125,12,2024-05-15,4,365.0,cancelled
11219,43,17,2024-05-15,1,14.5,cancelled
11220,408,11,2024-05-15,2,51.96,completed
11221,23,13,2024-05-15,2,102.1,completed
11222,10,10,2024-05-15,2,319.88,completed
11223,321,16,2024-05-16,2,42.36,returned
11224,311,20,2024-05-16,3,53.35,cancelled
11225,462,16,2024-05-16,1,21.04,cancelled
11226,321,13,2024-05-16,1,54.01,completed
11227,10,26,2024-05-16,1,32.31,returned
11228,372,17,2024-05-16,2,28.35,returned
11229,272,30,2024-05-16,3,133.81,completed
11230,139,30,2024-05-16,3,141.09,returned
11231,103,3,2024-05-16,1,852.75,completed
11232,215,13,2024-05-17,2,109.5,cancelled
11233,337,7,2024-05-17,3,363.4,completed
11234,496,30,2024-05-17,1,47.56,cancelled
11235,23,3,2024-05-17,1,805.16,completed
11236,445,23,2024-05-17,3,34.36,completed
11237,32,21,2024-05-17,4,305.57,completed
11238,350,17,2024-05-17,2,28.02,completed
11239,242,23,2024-05-17,2,21.79,cancelled
11240,500,16,2024-05-17,4,89.25,completed
11241,266,13,2024-05-17,4,215.65,completed
11242,13,13,2024-05-17,4,203.27,returned
11243,321,5,2024-05-18,1,143.18,completed
11244,386,15,2024-05-18,4,479.7,cancelled
11245,199,13,2024-05-18,1,53.24,returned
11246,141,10,2024-05-18,4,635.45,cancelled
11247,196,2,2024-05-18,2,789.42,returned
11248,191,12,2024-05-18,4,378.36,returned
11249,384,27,2024-05-19,2,121.77,cancelled
11250,390,28,2024-05-19,3,91.03,returned
11251,34,15,2024-05-19,4,501.88,completed
11252,467,6,2024-05-19,1,203.23,cancelled
11253,245,10,2024-05-19,2,319.6,completed
11254,376,3,2024-05-19,3,2339.29,returned
11255,255,5,2024-05-19,2,281.7,returned
11256,466,29,2024-05-20,4,162.2,completed
11257,109,18,2024-05-20,3,17.32,cancelled
11258,139,27,2024-05-20,3,194.0,completed
11259,262,13,2024-05-21,2,109.07,completed
11260,255,23,2024-05-21,3,33.95,completed
11261,304,13,2024-05-21,3,152.11,completed
11262,94,26,2024-05-21,1,33.07,completed
11263,225,14,2024-05-21,2,275.1,returned
11264,494,27,2024-05-22,3,191.4,completed
11265,384,23,2024-05-22,2,21.19,returned
11266,372,30,2024-05-22,1,46.21,completed
11267,319,18,2024-05-22,4,23.94,completed
11268,496,20,2024-05-22,4,71.42,completed
11269,15,6,2024-05-22,1,219.85,completed
11270,288,15,2024-05-22,1,127.86,completed
11271,466,29,2024-05-22,2,82.93,cancelled
11272,439,4,2024-05-22,3,1652.3,completed
11273,32,23,2024-05-22,3,32.81,cancelled
11274,215,9,2024-05-22,1,43.34,completed
11275,429,18,2024-05-22,3,18.13,returned
11276,124,28,2024-05-22,2,63.41,completed
11277,371,9,2024-05-23,3,137.53,completed
11278,298,8,2024-05-23,3,122.6,completed
11279,237,6,2024-05-23,4,876.64,completed
11280,247,11,2024-05-23,2,53.29,completed
11281,353,12,2024-05-23,4,354.4,cancelled
11282,270,12,2024-05-23,2,180.4,completed
11283,466,5,2024-05-23,1,145.23,completed
11284,104,1,2024-05-23,1,722.96,returned
11285,241,11,2024-05-23,1,26.97,completed
11286,144,5,2024-05-24,2,282.43,cancelled
11287,56,14,2024-05-24,3,388.71,completed
11288,480,6,2024-05-24,3,645.3,completed
11289,422,24,2024-05-24,3,101.66,returned
11290,36,18,2024-05-24,1,5.51,cancelled
11291,447,7,2024-05-24,4,493.48,completed
11292,10,9,2024-05-24,1,42.19,cancelled
11293,390,10,2024-05-24,1,166.41,completed
11294,404,29,2024-05-24,2,88.99,cancelled
11295,443,4,2024-05-24,3,1680.97,completed
11296,139,19,2024-05-24,1,24.5,completed
11297,481,7,2024-05-24,1,125.88,completed
11298,133,5,2024-05-25,1,138.06,completed
11299,10,22,2024-05-25,3,63.08,returned
11300,467,24,2024-05-25,3,110.07,completed
11301,278,25,2024-05-25,1,55.19,cancelled
11302,390,11,2024-05-25,1,27.13,completed
11303,124,1,2024-05-25,4,2788.48,completed
11304,40,26,2024-05-25,2,64.6,completed
11305,8,11,2024-05-25,4,108.7,completed
11306,130,18,2024-05-25,4,22.45,completed
11307,15,7,2024-05-25,1,126.05,completed
11308,475,15,2024-05-25,3,382.98,completed
11309,56,12,2024-05-25,3,285.01,completed
11310,282,11,2024-05-25,3,78.03,cancelled
11311,422,20,2024-05-25,2,35.11,returned
11312,314,21,2024-05-25,3,244.77,completed
11313,299,29,2024-05-26,1,44.6,cancelled
11314,183,30,2024-05-26,2,91.18,completed
11315,249,29,2024-05-26,1,43.56,completed
11316,82,6,2024-05-26,1,207.95,completed
11317,301,26,2024-05-26,3,101.94,completed
11318,155,20,2024-05-26,3,49.23,completed
11319,46,26,2024-05-26,3,101.54,completed
11320,65,15,2024-05-26,3,380.78,completed
11321,391,27,2024-05-26,1,61.87,completed
11322,105,28,2024-05-26,4,120.75,completed
11323,386,12,2024-05-27,2,190.16,cancelled
11324,112,25,2024-05-27,2,113.27,completed
11325,410,3,2024-05-27,1,825.15,completed
11326,109,2,2024-05-27,4,1559.16,cancelled
11327,138,5,2024-05-27,1,142.89,returned
11328,260,18,2024-05-27,3,16.97,returned
11329,153,25,2024-05-27,2,112.46,cancelled
11330,10,4,2024-05-27,2,1157.49,completed
11331,471,23,2024-05-27,4,42.64,returned
11332,449,1,2024-05-28,4,2927.82,completed
11333,445,3,2024-05-28,2,1562.83,completed
11334,10,22,2024-05-28,4,83.15,completed
11335,142,16,2024-05-28,4,87.1,returned
11336,334,20,2024-05-28,4,69.15,cancelled
11337,255,13,2024-05-28,4,210.57,completed
11338,151,21,2024-05-28,4,313.37,completed
11339,314,28,2024-05-28,3,96.47,completed
11340,472,22,2024-05-28,1,21.9,completed
11341,10,3,2024-05-28,1,793.64,completed
11342,394,25,2024-05-28,2,112.05,completed
11343,471,24,2024-05-28,3,104.05,completed
11344,307,2,2024-05-28,1,419.27,returned
11345,114,21,2024-05-29,2,155.9,completed
11346,349,1,2024-05-29,2,1488.4,returned
11347,207,17,2024-05-29,2,28.54,cancelled
11348,368,29,2024-05-29,2,89.55,completed
11349,32,24,2024-05-29,3,109.51,completed
11350,65,9,2024-05-29,2,92.49,completed
11351,415,9,2024-05-30,3,134.11,returned
11352,225,11,2024-05-30,2,52.82,completed
11353,10,3,2024-05-30,3,2571.67,completed
11354,31,18,2024-05-30,4,22.78,completed
11355,440,21,2024-05-30,1,75.32,completed
11356,10,26,2024-05-30,1,33.81,completed
11357,477,9,2024-05-30,3,136.36,completed
11358,272,27,2024-05-30,1,65.75,cancelled
11359,253,5,2024-05-30,1,142.28,completed
11360,295,11,2024-05-30,2,56.46,returned
11361,213,22,2024-05-30,1,20.07,returned
11362,10,20,2024-05-30,1,17.73,returned
11363,422,23,2024-05-30,3,31.19,completed
11364,104,7,2024-05-31,4,473.8,completed
11365,196,8,2024-05-31,4,173.66,completed
11366,343,23,2024-05-31,3,31.9,returned
11367,390,2,2024-05-31,2,797.55,returned
11368,481,10,2024-05-31,4,695.95,completed
11369,300,3,2024-05-31,4,3351.44,completed
11370,412,11,2024-05-31,3,81.19,returned
11371,208,2,2024-05-31,3,1273.17,completed
11372,307,5,2024-05-31,3,419.04,cancelled
11373,112,19,2024-05-31,3,73.55,cancelled
11374,10,29,2024-05-31,1,44.19,returned
11375,390,14,2024-05-31,1,139.42,completed
11376,174,26,2024-05-31,1,33.24,returned
11377,109,30,2024-05-31,3,138.45,cancelled
11378,472,2,2024-05-31,3,1185.29,completed
11379,10,12,2024-06-01,4,362.05,completed
11380,174,14,2024-06-01,3,420.84,returned
11381,133,11,2024-06-01,1,27.15,cancelled
11382,135,18,2024-06-01,1,5.79,completed
11383,10,10,2024-06-01,1,170.01,returned
11384,343,24,2024-06-01,1,36.94,completed
11385,453,5,2024-06-01,4,591.72,completed
11386,87,3,2024-06-01,2,1662.0,cancelled
11387,242,18,2024-06-01,3,17.34,completed
11388,329,14,2024-06-02,4,525.92,completed
11389,16,18,2024-06-02,2,11.94,completed
11390,87,7,2024-06-02,4,500.25,cancelled
11391,334,3,2024-06-02,1,838.93,cancelled
11392,88,20,2024-06-02,2,34.45,completed
11393,175,2,2024-06-03,2,812.52,completed
11394,273,3,2024-06-03,3,2528.14,completed
11395,390,17,2024-06-03,3,42.37,completed
11396,90,5,2024-06-03,4,583.1,completed
11397,443,25,2024-06-03,3,168.68,completed
11398,200,25,2024-06-03,2,110.06,completed
11399,500,29,2024-06-03,2,84.44,completed
11400,94,29,2024-06-03,4,174.33,completed
11401,372,20,2024-06-03,2,34.08,completed
11402,350,19,2024-06-04,2,50.11,cancelled
11403,174,21,2024-06-04,4,301.48,completed
11404,153,15,2024-06-04,1,130.55,completed
11405,360,21,2024-06-04,4,299.75,cancelled
11406,371,11,2024-06-04,1,28.23,cancelled
11407,260,25,2024-06-04,1,58.57,completed
11408,133,12,2024-06-05,3,286.16,completed
11409,33,13,2024-06-05,3,158.41,completed
11410,15,27,2024-06-05,2,121.95,completed
11411,224,7,2024-06-05,3,368.57,cancelled
11412,6,30,2024-06-05,4,186.85,returned
11413,178,16,2024-06-05,1,22.8,cancelled
11414,15,12,2024-06-05,1,91.76,cancelled
11415,387,13,2024-06-05,4,198.47,completed
11416,82,23,2024-06-06,1,11.37,completed
11417,31,16,2024-06-06,3,65.85,completed
11418,162,7,2024-06-06,4,508.96,completed
11419,345,12,2024-06-06,3,266.18,completed
11420,97,13,2024-06-06,2,102.1,completed
11421,273,13,2024-06-06,2,108.09,cancelled
11422,255,16,2024-06-06,1,23.06,completed
11423,355,8,2024-06-07,1,41.15,completed
11424,481,12,2024-06-07,2,190.49,completed
11425,138,5,2024-06-07,2,273.65,completed
11426,57,16,2024-06-07,3,69.43,completed
11427,422,5,2024-06-07,4,571.37,cancelled
11428,454,13,2024-06-07,2,101.63,cancelled
11429,82,4,2024-06-07,2,1144.14,completed
11430,242,18,2024-06-07,4,24.41,completed
11431,51,21,2024-06-07,4,309.77,cancelled
11432,256,29,2024-06-07,2,85.63,completed
11433,372,25,2024-06-08,4,239.27,completed
11434,10,8,2024-06-08,4,175.11,returned
11435,332,17,2024-06-08,2,28.95,cancelled
11436,150,25,2024-06-08,2,110.42,completed
11437,10,12,2024-06-08,3,283.5,cancelled
11438,121,22,2024-06-08,3,61.89,completed
11439,158,14,2024-06-08,3,392.27,completed
11440,413,20,2024-06-08,3,50.99,completed
11441,410,22,2024-06-09,3,59.3,completed
11442,23,2,2024-06-09,1,415.96,completed
11443,436,12,2024-06-09,2,183.85,returned
11444,10,27,2024-06-09,2,130.6,returned
11445,74,28,2024-06-09,1,30.43,completed
11446,390,8,2024-06-09,4,167.41,returned
11447,244,26,2024-06-10,3,102.23,cancelled
11448,422,28,2024-06-10,3,96.67,cancelled
11449,394,23,2024-06-10,4,43.96,cancelled
11450,120,12,2024-06-10,2,186.08,completed
11451,145,24,2024-06-10,4,136.36,completed
11452,248,26,2024-06-10,4,132.12,completed
11453,255,18,2024-06-10,4,22.46,completed
11454,92,4,2024-06-11,4,2381.58,returned
11455,458,21,2024-06-11,4,297.26,cancelled
11456,273,1,2024-06-11,4,3033.58,completed
11457,453,16,2024-06-11,4,84.02,completed
11458,264,12,2024-06-11,2,180.74,returned
11459,92,25,2024-06-12,2,112.05,completed
11460,3,29,2024-06-12,3,124.78,completed
11461,126,16,2024-06-12,4,89.34,completed
11462,285,22,2024-06-12,1,21.6,returned
11463,10,2,2024-06-12,1,427.12,returned
11464,492,17,2024-06-12,1,14.14,cancelled
11465,142,17,2024-06-12,2,26.96,completed
11466,360,19,2024-06-12,3,72.57,completed
11467,198,30,2024-06-12,1,45.62,returned
11468,10,26,2024-06-12,1,31.92,completed
11469,214,11,2024-06-12,2,52.17,completed
11470,316,18,2024-06-12,3,18.35,returned
11471,162,15,2024-06-12,1,123.03,returned
11472,282,5,2024-06-13,2,274.53,completed
11473,326,29,2024-06-13,3,124.13,completed
11474,258,3,2024-06-13,2,1704.17,completed
11475,3,12,2024-06-13,1,93.13,completed
11476,397,1,2024-06-13,3,2084.26,cancelled
11477,59,29,2024-06-13,4,168.8,completed
11478,485,17,2024-06-13,1,13.75,completed
11479,277,28,2024-06-13,1,32.28,cancelled
11480,98,25,2024-06-13,4,223.48,completed
11481,240,24,2024-06-13,3,102.88,completed
11482,436,7,2024-06-13,2,241.09,returned
11483,371,23,2024-06-13,2,22.93,returned
11484,10,26,2024-06-13,2,65.04,completed
11485,10,21,2024-06-14,4,300.94,returned
11486,230,25,2024-06-14,4,228.39,completed
11487,353,19,2024-06-14,2,52.41,completed
11488,10,17,2024-06-14,1,13.41,completed
11489,131,30,2024-06-14,4,189.67,returned
11490,418,15,2024-06-14,2,250.9,completed
11491,131,17,2024-06-14,3,41.34,completed
11492,331,21,2024-06-14,4,298.32,completed
11493,50,18,2024-06-14,4,22.12,completed
11494,471,23,2024-06-14,1,11.24,completed
11495,4,15,2024-06-14,1,126.84,completed
11496,455,13,2024-06-14,4,207.32,returned
11497,188,10,2024-06-14,1,163.29,completed
11498,390,24,2024-06-14,3,107.94,cancelled
11499,2,1,2024-06-15,2,1418.42,returned
11500,215,12,2024-06-15,4,348.1,completed
11501,408,18,2024-06-15,2,12.02,completed
11502,14,21,2024-06-15,3,230.87,returned
11503,75,1,2024-06-15,4,2821.7,cancelled
11504,44,7,2024-06-15,1,116.1,completed
11505,411,3,2024-06-15,1,815.45,completed
11506,98,15,2024-06-15,2,245.21,completed
11507,489,25,2024-06-15,3,166.43,returned
11508,362,21,2024-06-15,3,221.62,returned
11509,339,30,2024-06-15,1,44.56,cancelled
11510,141,13,2024-06-16,1,50.91,completed
11511,376,9,2024-06-16,1,44.78,completed
11512,187,20,2024-06-16,2,33.13,cancelled
11513,353,12,2024-06-16,1,88.68,returned
11514,316,17,2024-06-16,1,13.58,completed
11515,141,20,2024-06-16,3,48.87,completed
11516,370,16,2024-06-16,1,21.61,cancelled
11517,445,20,2024-06-16,3,51.55,returned
11518,468,13,2024-06-16,2,99.82,completed
11519,198,2,2024-06-16,3,1203.25,completed
11520,181,17,2024-06-17,1,13.44,completed
11521,345,6,2024-06-17,3,645.29,returned
11522,343,26,2024-06-17,4,124.81,completed
11523,287,5,2024-06-17,3,416.55,completed
11524,359,26,2024-06-17,4,134.75,returned
11525,251,30,2024-06-17,4,179.03,completed
11526,273,14,2024-06-17,3,385.15,completed
11527,23,28,2024-06-17,1,31.85,completed
11528,23,2,2024-06-18,1,398.49,completed
11529,10,29,2024-06-18,1,40.54,returned
11530,279,24,2024-06-18,4,142.5,completed
11531,332,24,2024-06-18,1,34.14,returned
11532,210,20,2024-06-18,1,16.88,cancelled
11533,177,18,2024-06-18,4,22.08,completed
11534,67,28,2024-06-19,3,93.02,completed
11535,324,3,2024-06-19,1,809.53,completed
11536,376,14,2024-06-19,2,275.21,returned
11537,447,13,2024-06-19,4,219.16,completed
11538,268,17,2024-06-19,4,58.74,completed
11539,66,18,2024-06-19,2,11.74,completed
11540,393,27,2024-06-20,1,61.88,returned
11541,322,12,2024-06-20,3,269.01,completed
11542,30,1,2024-06-20,2,1465.35,cancelled
11543,255,29,2024-06-20,4,175.72,completed
11544,281,5,2024-06-20,2,281.63,returned
11545,225,2,2024-06-20,4,1647.09,completed
11546,274,13,2024-06-20,1,50.53,completed
11547,369,10,2024-06-20,1,172.82,returned
11548,460,20,2024-06-20,2,34.43,completed
11549,241,15,2024-06-20,3,383.62,completed
11550,435,25,2024-06-20,3,180.43,completed
11551,10,2,2024-06-20,4,1683.06,completed
11552,259,19,2024-06-20,3,79.22,returned
11553,210,15,2024-06-20,2,262.56,returned
11554,445,29,2024-06-20,4,172.13,completed
11555,105,9,2024-06-20,4,175.8,returned
11556,369,8,2024-06-21,2,84.9,completed
11557,451,28,2024-06-21,4,126.19,completed
11558,36,23,2024-06-21,4,41.55,completed
11559,231,29,2024-06-21,4,174.0,returned
11560,157,22,2024-06-21,3,63.09,cancelled
11561,98,8,2024-06-21,3,128.76,completed
11562,455,6,2024-06-21,2,434.99,completed
11563,390,9,2024-06-21,2,90.8,completed
11564,345,16,2024-06-21,1,21.07,cancelled
11565,281,29,2024-06-21,4,173.93,cancelled
11566,208,28,2024-06-21,2,64.59,completed
11567,334,16,2024-06-21,2,46.07,completed
11568,99,10,2024-06-21,2,330.73,returned
11569,133,20,2024-06-22,1,17.24,completed
11570,279,22,2024-06-22,1,21.63,completed
11571,445,1,2024-06-22,4,2875.76,completed
11572,291,6,2024-06-22,1,216.74,completed
11573,390,1,2024-06-22,4,2996.13,returned
11574,369,25,2024-06-22,2,110.6,returned
11575,439,17,2024-06-23,1,13.73,cancelled
11576,128,10,2024-06-23,3,475.65,completed
11577,497,11,2024-06-23,1,25.97,returned
11578,390,29,2024-06-23,4,164.32,returned
11579,377,17,2024-06-23,2,27.7,completed
11580,353,12,2024-06-23,2,184.91,completed
11581,150,20,2024-06-23,3,50.34,completed
11582,279,29,2024-06-23,1,44.44,completed
11583,254,19,2024-06-23,4,104.92,returned
11584,208,30,2024-06-23,4,181.71,completed
11585,413,26,2024-06-23,2,62.97,completed
11586,376,8,2024-06-23,4,167.82,returned
11587,10,6,2024-06-23,3,648.44,completed
11588,222,21,2024-06-24,3,229.47,completed
11589,10,21,2024-06-24,1,79.41,completed
11590,349,18,2024-06-24,3,17.43,completed
11591,97,15,2024-06-24,1,126.27,completed
11592,7,3,2024-06-24,1,791.67,completed
11593,372,28,2024-06-24,3,95.21,returned
11594,271,30,2024-06-24,4,191.05,cancelled
11595,59,21,2024-06-25,3,238.55,completed
11596,104,5,2024-06-25,2,293.18,completed
11597,94,23,2024-06-25,4,45.15,completed
11598,479,16,2024-06-25,1,22.67,cancelled
11599,188,7,2024-06-25,3,356.69,returned
11600,10,22,2024-06-25,1,21.71,cancelled
11601,365,7,2024-06-26,1,121.99,completed
11602,495,5,2024-06-26,1,140.28,completed
11603,51,7,2024-06-26,4,476.26,returned
11604,189,9,2024-06-26,3,132.39,returned
11605,212,8,2024-06-26,3,129.93,cancelled
11606,445,15,2024-06-26,3,379.35,completed
11607,407,28,2024-06-26,3,97.31,returned
11608,462,7,2024-06-26,2,254.79,completed
11609,216,20,2024-06-26,1,17.24,completed
11610,12,1,2024-06-26,3,2157.98,completed
11611,478,2,2024-06-26,4,1704.39,completed
11612,414,7,2024-06-26,1,118.07,cancelled
11613,255,14,2024-06-26,2,273.09,returned
11614,427,27,2024-06-27,3,191.77,completed
11615,321,20,2024-06-27,1,16.34,cancelled
11616,274,4,2024-06-27,3,1736.34,cancelled
11617,208,5,2024-06-27,3,441.59,completed
11618,33,13,2024-06-27,1,53.39,returned
11619,386,7,2024-06-27,2,252.09,completed
11620,429,15,2024-06-27,2,242.95,cancelled
11621,285,1,2024-06-27,4,2855.26,returned
11622,268,29,2024-06-27,1,44.46,cancelled
11623,181,1,2024-06-28,1,723.87,returned
11624,16,6,2024-06-28,4,822.44,completed
11625,255,4,2024-06-28,1,545.0,cancelled
11626,109,1,2024-06-28,1,721.13,completed
11627,152,7,2024-06-28,1,119.8,completed
11628,345,8,2024-06-28,4,168.83,cancelled
11629,95,23,2024-06-28,2,22.23,completed
11630,255,29,2024-06-28,2,81.54,completed
11631,170,21,2024-06-28,4,310.55,completed
11632,10,8,2024-06-28,1,39.96,completed
11633,36,11,2024-06-28,4,113.31,returned
11634,29,21,2024-06-28,2,163.2,returned
11635,109,29,2024-06-28,3,127.12,completed
11636,435,10,2024-06-28,4,696.72,returned
11637,350,23,2024-06-28,1,10.61,returned
11638,396,24,2024-06-28,3,111.15,cancelled
11639,82,28,2024-06-29,4,133.06,completed
11640,58,24,2024-06-29,3,107.9,returned
11641,240,9,2024-06-29,4,174.09,cancelled
11642,101,12,2024-06-29,2,189.89,completed
11643,97,14,2024-06-29,4,556.1,completed
11644,3,15,2024-06-29,3,374.69,returned
11645,158,4,2024-06-29,3,1808.25,returned
11646,331,15,2024-06-29,3,364.02,completed
11647,208,21,2024-06-30,3,244.81,cancelled
11648,381,13,2024-06-30,4,215.58,completed
11649,260,3,2024-06-30,3,2561.97,completed
11650,92,1,2024-06-30,2,1487.92,completed
11651,371,25,2024-06-30,3,179.57,cancelled
11652,242,24,2024-06-30,2,73.63,cancelled
11653,122,17,2024-06-30,1,13.78,cancelled
11654,181,8,2024-07-01,1,43.32,completed
11655,260,5,2024-07-01,1,135.87,completed
11656,373,10,2024-07-01,3,518.64,returned
11657,277,18,2024-07-01,2,11.63,completed
11658,372,27,2024-07-01,3,188.08,cancelled
11659,405,5,2024-07-01,2,295.84,cancelled
11660,390,2,2024-07-01,3,1251.57,completed
11661,1,15,2024-07-01,3,386.64,completed
11662,23,28,2024-07-01,3,93.65,cancelled
11663,376,27,2024-07-01,4,245.33,completed
11664,139,19,2024-07-01,4,100.61,cancelled
11665,208,23,2024-07-01,4,43.17,completed
11666,4,7,2024-07-01,1,118.66,cancelled
11667,345,6,2024-07-02,1,213.39,cancelled
11668,265,27,2024-07-02,1,59.67,returned
11669,200,24,2024-07-02,1,35.04,returned
11670,424,23,2024-07-02,2,20.74,completed
11671,236,8,2024-07-02,4,171.3,completed
11672,467,1,2024-07-02,4,3059.51,returned
11673,187,11,2024-07-02,1,27.4,completed
11674,492,6,2024-07-02,4,840.03,completed
11675,322,11,2024-07-02,3,78.93,completed
11676,318,4,2024-07-02,4,2329.16,cancelled
11677,10,3,2024-07-02,4,3345.01,completed
11678,242,1,2024-07-02,3,2225.55,completed
11679,222,2,2024-07-02,2,810.84,completed
11680,281,4,2024-07-03,4,2262.94,completed
11681,10,4,2024-07-03,4,2281.3,completed
11682,390,19,2024-07-03,3,73.36,cancelled
11683,317,30,2024-07-03,1,44.72,completed
11684,414,13,2024-07-03,1,54.09,completed
11685,371,15,2024-07-03,3,363.83,completed
11686,295,21,2024-07-03,3,224.47,completed
11687,367,6,2024-07-03,1,200.28,completed
11688,104,6,2024-07-04,4,889.63,cancelled
11689,236,17,2024-07-04,1,13.32,cancelled
11690,379,5,2024-07-04,3,415.55,completed
11691,372,9,2024-07-04,3,131.35,cancelled
11692,32,25,2024-07-04,1,54.28,completed
11693,51,13,2024-07-05,1,51.06,completed
11694,158,12,2024-07-05,1,89.26,cancelled
11695,390,29,2024-07-05,4,162.66,cancelled
11696,387,2,2024-07-05,3,1247.64,returned
11697,142,15,2024-07-05,4,510.0,completed
11698,104,4,2024-07-05,2,1205.23,cancelled
11699,64,2,2024-07-05,1,390.16,completed
11700,79,4,2024-07-05,1,561.51,cancelled
11701,367,13,2024-07-05,4,216.02,cancelled
11702,243,29,2024-07-06,1,44.74,completed
11703,304,8,2024-07-06,1,42.35,completed
11704,500,26,2024-07-06,4,124.59,completed
11705,10,28,2024-07-06,3,91.14,completed
11706,395,18,2024-07-07,4,24.48,completed
11707,390,2,2024-07-07,3,1211.03,returned
11708,321,13,2024-07-07,1,53.12,cancelled
11709,315,4,2024-07-07,2,1093.03,returned
11710,111,19,2024-07-07,2,51.61,returned
11711,241,18,2024-07-07,3,17.55,completed
11712,390,1,2024-07-07,3,2248.27,cancelled
11713,157,3,2024-07-07,3,2375.64,cancelled
11714,390,17,2024-07-07,1,14.38,cancelled
11715,13,19,2024-07-07,3,79.48,completed
11716,408,22,2024-07-07,3,60.99,returned
11717,46,30,2024-07-07,3,144.36,completed
11718,77,16,2024-07-08,1,21.82,completed
11719,376,10,2024-07-08,3,474.92,completed
11720,361,25,2024-07-08,2,118.94,completed
11721,279,25,2024-07-08,4,234.48,completed
11722,334,28,2024-07-08,2,63.18,returned
11723,82,10,2024-07-08,3,513.62,returned
11724,182,1,2024-07-09,3,2124.93,completed
11725,327,22,2024-07-09,1,20.17,completed
11726,321,5,2024-07-09,1,144.06,cancelled
11727,190,27,2024-07-09,4,244.04,completed
11728,181,30,2024-07-09,4,190.54,cancelled
11729,339,24,2024-07-09,4,134.72,completed
11730,114,17,2024-07-09,3,43.02,returned
11731,161,15,2024-07-09,3,369.06,completed
11732,174,5,2024-07-09,4,587.61,returned
11733,364,1,2024-07-09,4,3041.31,completed
11734,101,11,2024-07-09,1,27.74,cancelled
11735,348,29,2024-07-09,1,44.3,returned
11736,10,27,2024-07-10,3,191.57,cancelled
11737,360,19,2024-07-10,4,98.4,completed
11738,396,19,2024-07-10,2,50.2,returned
11739,1,4,2024-07-10,1,599.06,cancelled
11740,23,10,2024-07-10,3,506.31,completed
11741,390,19,2024-07-10,2,49.11,completed
