customer_id,tenure_months,contract_type,monthly_bill,data_used_gb,support_calls,is_senior,payment_method,churn
1617,22,one_year,90.12,1.7,2,0,bank_transfer,1
1473,47,one_year,48.15,12.9,0,0,credit_card,0
251,15,month-to-month,68.06,,0,0,debit,0
414,28,one_year,107.88,22.2,5,0,debit,0
1574,6,month-to-month,106.8,17.1,1,1,debit,1
1324,15,month-to-month,51.99,12.1,1,0,cheque,0
937,15,month-to-month,65.0,9.2,2,0,debit,1
311,2,one_year,24.29,6.3,1,0,bank_transfer,1
580,47,one_year,94.33,18.0,1,0,bank_transfer,0
382,45,one_year,99.22,4.0,0,0,cheque,0
1384,52,month-to-month,67.37,5.8,0,0,debit,0
426,41,one_year,76.96,11.8,4,0,credit_card,0
1973,51,two_year,60.16,2.1,2,0,cheque,0
1916,24,one_year,98.83,7.8,1,0,credit_card,0
1162,20,one_year,26.73,7.7,2,0,credit_card,1
778,17,two_year,51.93,8.9,1,0,bank_transfer,0
1690,44,one_year,102.25,2.5,2,0,bank_transfer,0
705,40,one_year,52.91,,2,0,debit,0
1813,3,month-to-month,33.58,6.3,2,1,bank_transfer,0
571,68,one_year,86.6,2.9,1,0,debit,0
1266,62,one_year,88.69,14.3,2,0,debit,0
183,19,two_year,36.7,,2,0,debit,0
171,63,one_year,45.92,13.9,2,0,bank_transfer,0
1531,51,one_year,49.65,31.5,1,0,credit_card,0
1791,17,month-to-month,40.05,7.9,1,0,cheque,0
1902,3,one_year,67.81,19.2,1,0,bank_transfer,1
1672,12,one_year,101.43,7.7,2,0,bank_transfer,0
1745,43,month-to-month,69.06,13.2,1,0,credit_card,1
273,27,month-to-month,47.13,17.6,1,0,debit,0
1569,25,one_year,75.72,6.1,1,0,credit_card,0
702,34,month-to-month,105.13,20.8,2,0,bank_transfer,1
943,22,two_year,92.13,2.6,1,0,bank_transfer,0
372,59,one_year,76.31,9.1,2,1,bank_transfer,0
223,46,two_year,72.3,17.5,0,0,debit,0
1238,11,month-to-month,25.47,7.2,1,0,bank_transfer,1
1719,4,month-to-month,103.6,13.3,3,0,bank_transfer,1
1475,72,month-to-month,68.34,6.5,1,0,credit_card,0
519,59,two_year,40.66,6.5,0,0,debit,0
335,59,month-to-month,,1.6,1,0,bank_transfer,1
706,22,month-to-month,65.11,3.3,3,0,debit,0
1182,57,month-to-month,91.71,20.7,2,0,debit,0
1899,49,one_year,21.9,13.4,0,0,debit,0
1666,9,two_year,66.06,11.0,0,0,credit_card,0
16,34,one_year,61.98,5.3,1,0,debit,0
1762,63,two_year,108.16,2.5,1,0,credit_card,1
1538,28,one_year,28.34,2.8,2,0,credit_card,1
1559,62,month-to-month,105.03,12.8,1,1,bank_transfer,0
1707,53,month-to-month,53.81,2.9,1,0,debit,1
615,9,month-to-month,38.95,13.5,0,1,bank_transfer,0
980,58,one_year,21.6,11.7,0,1,credit_card,0
466,12,two_year,63.32,4.6,1,0,bank_transfer,1
782,57,two_year,,18.1,0,0,credit_card,0
200,67,month-to-month,76.34,11.5,0,0,cheque,0
1222,30,two_year,79.07,9.6,0,0,debit,0
1069,29,month-to-month,109.01,24.8,0,1,debit,1
1147,2,month-to-month,,18.7,3,0,bank_transfer,1
1317,43,two_year,90.45,2.3,1,0,bank_transfer,0
1474,58,month-to-month,63.71,10.6,1,0,cheque,1
1161,38,two_year,76.52,13.4,2,0,debit,0
1418,52,two_year,92.6,29.2,1,0,cheque,1
1827,28,month-to-month,85.43,3.5,0,0,debit,0
679,68,month-to-month,105.77,4.8,0,1,debit,0
1038,64,one_year,69.72,1.3,0,0,debit,0
44,45,month-to-month,53.57,9.1,0,1,debit,1
275,26,two_year,60.6,7.0,1,0,bank_transfer,0
1112,10,month-to-month,60.94,7.3,1,0,credit_card,1
102,27,month-to-month,65.25,9.3,1,0,debit,0
1512,5,one_year,31.46,,0,0,cheque,0
1245,32,two_year,37.79,18.8,2,1,bank_transfer,1
1388,47,month-to-month,84.48,6.1,2,0,cheque,0
108,63,two_year,22.05,6.6,0,0,debit,0
1270,33,one_year,38.13,8.4,1,0,debit,0
498,72,two_year,103.13,,3,0,bank_transfer,0
1274,30,month-to-month,31.24,3.4,1,0,credit_card,1
1481,29,month-to-month,21.24,14.1,0,0,debit,0
768,9,two_year,28.82,,0,0,cheque,1
629,55,month-to-month,54.07,8.5,2,0,debit,0
1122,49,one_year,108.62,3.9,2,1,cheque,0
1314,70,two_year,37.01,4.5,1,0,bank_transfer,0
1092,32,two_year,36.78,5.7,0,0,bank_transfer,0
603,12,month-to-month,96.37,3.4,3,0,credit_card,1
73,40,month-to-month,40.33,11.7,2,0,debit,1
765,35,one_year,,3.5,0,1,debit,0
1230,31,month-to-month,64.73,2.6,3,0,bank_transfer,0
1183,70,month-to-month,47.18,4.5,2,0,bank_transfer,0
1782,66,one_year,103.73,,1,0,cheque,0
482,60,two_year,54.83,25.8,1,0,debit,0
1961,67,one_year,23.13,14.1,1,0,cheque,0
507,54,month-to-month,42.68,13.8,0,0,debit,1
1575,56,month-to-month,43.8,8.8,0,1,debit,0
783,33,month-to-month,42.92,3.0,2,0,debit,0
375,59,one_year,79.3,14.6,0,0,bank_transfer,0
1274,30,month-to-month,31.24,3.4,1,0,credit_card,1
1211,1,one_year,81.9,16.9,0,0,cheque,1
1466,40,month-to-month,91.18,10.9,1,0,cheque,0
312,69,one_year,80.68,4.5,1,0,debit,0
1963,62,month-to-month,44.27,11.7,1,0,bank_transfer,0
406,72,month-to-month,90.55,,2,0,debit,0
1443,50,one_year,26.87,6.3,0,0,cheque,0
1642,51,month-to-month,78.82,8.4,0,0,bank_transfer,1
310,13,month-to-month,45.58,15.1,1,0,credit_card,1
227,64,month-to-month,56.43,10.8,0,0,credit_card,0
1720,13,month-to-month,27.99,17.8,1,0,debit,0
721,35,one_year,45.7,11.5,3,0,cheque,0
1548,45,one_year,92.62,4.3,1,0,cheque,0
839,2,one_year,81.03,5.5,0,0,debit,1
808,65,two_year,68.8,12.4,0,0,cheque,0
149,22,one_year,,16.4,1,0,debit,0
1343,46,one_year,73.98,10.4,1,0,bank_transfer,0
931,64,month-to-month,45.82,15.5,4,0,credit_card,1
987,66,two_year,24.8,2.3,1,0,debit,0
830,57,two_year,77.37,6.6,1,0,credit_card,0
850,40,two_year,78.54,10.9,1,0,credit_card,1
576,10,month-to-month,66.12,12.0,2,0,cheque,1
558,70,one_year,109.6,22.7,1,0,cheque,0
708,10,one_year,69.85,4.0,3,0,debit,1
1171,62,month-to-month,94.86,3.4,2,0,debit,0
1805,30,month-to-month,42.39,24.0,1,0,bank_transfer,1
1177,1,one_year,77.93,6.8,1,0,debit,1
1851,2,month-to-month,60.98,7.4,1,1,credit_card,1
975,36,month-to-month,93.74,9.7,2,1,credit_card,0
287,32,two_year,100.63,22.4,1,0,bank_transfer,0
1624,6,month-to-month,51.46,14.0,0,0,credit_card,1
1074,16,month-to-month,101.45,9.6,3,0,credit_card,1
599,49,month-to-month,88.55,12.3,0,0,credit_card,0
1354,62,two_year,105.79,7.3,1,0,debit,1
1576,8,two_year,99.02,25.1,1,1,credit_card,1
1657,71,two_year,28.28,14.0,0,1,cheque,0
1607,32,one_year,108.22,2.4,0,1,cheque,0
1053,34,month-to-month,91.93,6.4,0,0,debit,0
1246,35,one_year,43.12,12.4,2,0,bank_transfer,0
820,50,two_year,95.48,11.9,1,0,credit_card,0
965,24,two_year,86.14,3.0,0,1,cheque,0
979,12,month-to-month,48.67,16.4,2,0,debit,0
1402,2,month-to-month,99.03,18.7,0,0,cheque,1
1869,64,month-to-month,58.02,5.1,1,0,credit_card,0
610,23,two_year,73.68,19.2,0,0,credit_card,0
1638,66,two_year,40.24,4.1,0,0,debit,0
810,33,month-to-month,21.04,7.5,2,0,debit,1
1741,59,month-to-month,40.18,30.9,1,0,debit,1
1076,60,month-to-month,53.45,11.7,2,0,bank_transfer,0
494,9,two_year,42.53,6.5,0,1,cheque,1
1337,25,month-to-month,,21.5,1,0,bank_transfer,0
278,33,two_year,101.36,23.9,1,0,credit_card,0
1871,14,one_year,64.83,32.9,1,0,bank_transfer,0
359,35,month-to-month,64.05,12.7,1,0,bank_transfer,0
1126,71,one_year,35.23,12.6,2,0,debit,1
237,35,two_year,30.46,6.3,2,0,debit,0
552,5,month-to-month,101.09,32.4,2,0,bank_transfer,1
1892,63,two_year,27.02,3.0,1,0,bank_transfer,0
1329,28,one_year,86.0,9.5,2,0,credit_card,0
209,15,one_year,106.56,13.9,2,0,cheque,1
1404,58,month-to-month,22.4,9.1,3,0,cheque,1
1806,65,month-to-month,30.23,32.0,0,0,debit,0
59,69,one_year,79.96,3.4,0,0,cheque,0
632,68,two_year,46.03,16.8,0,0,bank_transfer,0
1667,57,one_year,77.74,34.2,2,0,cheque,0
1884,49,month-to-month,,23.9,3,0,credit_card,1
1597,12,month-to-month,21.65,42.6,2,0,bank_transfer,1
364,36,month-to-month,93.09,6.8,1,0,bank_transfer,1
506,50,two_year,59.39,14.4,0,0,debit,0
1779,65,one_year,,7.5,1,0,bank_transfer,0
1855,31,month-to-month,74.19,4.3,0,1,bank_transfer,0
1623,19,one_year,42.69,11.0,4,0,cheque,0
1232,9,month-to-month,31.04,19.7,0,1,bank_transfer,0
856,40,one_year,104.22,2.0,2,0,credit_card,0
1001,36,month-to-month,20.47,10.3,0,0,debit,0
1919,29,two_year,97.03,8.5,2,0,cheque,1
119,26,two_year,92.98,4.0,0,0,cheque,0
1833,15,one_year,64.98,6.3,1,0,cheque,0
1618,53,month-to-month,79.0,20.0,0,0,cheque,1
523,1,one_year,,14.8,0,0,credit_card,0
514,53,month-to-month,99.77,10.5,2,0,bank_transfer,0
82,68,month-to-month,80.52,21.0,0,1,credit_card,1
1362,13,month-to-month,54.93,20.2,1,0,bank_transfer,1
1799,9,month-to-month,61.64,,1,1,credit_card,1
381,63,month-to-month,90.88,11.2,0,0,bank_transfer,0
1042,57,one_year,69.71,7.3,1,1,debit,0
1710,17,one_year,106.2,4.3,0,0,credit_card,0
85,54,month-to-month,100.67,12.9,3,0,credit_card,0
1882,25,one_year,40.36,3.8,1,1,credit_card,0
985,51,month-to-month,85.45,11.7,1,0,bank_transfer,0
330,38,month-to-month,28.63,2.4,1,0,debit,1
7,61,one_year,29.11,15.6,0,0,cheque,0
757,72,month-to-month,63.74,7.9,0,0,debit,0
1334,45,one_year,91.79,17.8,0,0,cheque,1
949,27,two_year,92.95,20.0,0,0,debit,0
889,57,month-to-month,47.11,18.3,1,0,debit,0
452,14,one_year,64.74,12.8,1,1,bank_transfer,0
491,15,month-to-month,61.07,35.2,1,0,cheque,1
1982,58,month-to-month,58.44,10.7,2,0,credit_card,1
288,72,one_year,79.88,10.6,1,0,cheque,0
926,64,one_year,39.57,8.0,2,1,bank_transfer,0
57,14,one_year,84.29,10.8,5,0,cheque,0
1386,35,month-to-month,47.22,,2,0,credit_card,0
1932,62,month-to-month,76.31,12.7,3,0,credit_card,0
716,4,month-to-month,96.12,26.5,1,0,debit,1
814,64,one_year,22.88,22.4,2,0,cheque,1
1818,15,month-to-month,51.36,12.2,0,0,bank_transfer,0
1785,19,one_year,85.83,9.9,0,0,cheque,0
991,23,one_year,89.14,11.0,1,0,bank_transfer,0
1507,69,month-to-month,66.18,12.0,2,0,cheque,1
1108,14,two_year,109.1,5.5,0,0,cheque,0
1671,17,month-to-month,70.28,6.3,0,0,cheque,0
328,61,one_year,81.65,14.4,0,0,cheque,0
443,63,two_year,41.85,12.6,2,0,bank_transfer,0
1519,32,month-to-month,72.89,12.6,3,1,debit,1
1358,24,two_year,70.46,9.0,0,0,debit,1
940,5,one_year,31.21,4.2,3,0,debit,0
893,7,month-to-month,75.9,12.0,2,0,debit,1
178,24,one_year,23.78,7.7,1,0,cheque,0
1558,36,two_year,85.23,19.4,3,0,credit_card,0
1680,15,month-to-month,41.1,7.6,0,1,cheque,1
87,69,month-to-month,79.52,19.5,1,1,debit,0
1426,72,two_year,102.36,4.8,1,0,bank_transfer,0
1925,58,two_year,90.87,9.2,1,0,debit,0
458,4,one_year,21.45,9.7,0,0,credit_card,1
1852,4,month-to-month,29.22,12.5,0,0,credit_card,1
55,15,one_year,68.74,7.7,1,0,credit_card,1
1770,39,two_year,71.51,6.3,0,0,cheque,0
644,37,two_year,69.22,29.0,0,1,cheque,0
678,1,one_year,61.89,2.1,3,1,credit_card,1
222,31,two_year,75.9,7.8,0,1,credit_card,0
114,32,month-to-month,30.95,2.5,0,0,credit_card,0
1000,6,two_year,79.44,10.4,6,0,debit,1
1299,22,two_year,38.15,1.1,1,0,debit,0
1691,26,month-to-month,93.72,2.4,2,0,bank_transfer,1
175,34,month-to-month,56.36,8.6,2,1,debit,0
1428,64,month-to-month,32.14,6.4,1,0,bank_transfer,0
590,12,month-to-month,106.82,18.2,1,0,bank_transfer,0
1579,25,month-to-month,41.52,7.1,0,0,credit_card,1
19,60,two_year,80.25,12.9,0,0,cheque,0
424,40,month-to-month,21.27,14.7,2,0,debit,1
1360,27,month-to-month,,7.2,1,0,credit_card,0
286,11,month-to-month,41.44,13.1,0,1,bank_transfer,0
1603,21,month-to-month,80.34,7.3,0,1,debit,0
429,56,month-to-month,34.18,7.9,0,0,credit_card,0
1969,37,month-to-month,78.63,19.7,2,1,credit_card,1
1441,47,month-to-month,97.66,11.5,1,0,debit,0
670,47,month-to-month,96.63,33.3,2,0,cheque,1
32,6,two_year,45.22,20.5,1,0,credit_card,0
1084,18,month-to-month,55.06,27.7,1,0,bank_transfer,1
723,67,month-to-month,72.68,24.4,0,0,bank_transfer,0
1470,61,month-to-month,35.31,6.1,2,0,cheque,0
215,66,two_year,34.47,9.9,0,1,debit,0
1288,61,month-to-month,84.15,19.7,1,0,cheque,0
1262,3,one_year,63.67,,1,0,cheque,0
327,67,month-to-month,50.63,3.0,1,0,bank_transfer,0
561,28,one_year,45.45,4.6,1,0,bank_transfer,0
1566,43,month-to-month,38.15,6.5,1,0,bank_transfer,0
701,15,one_year,75.38,9.7,2,0,debit,1
1132,17,one_year,96.05,21.2,0,1,cheque,1
1205,63,one_year,24.89,15.3,2,0,credit_card,0
342,56,one_year,20.41,4.3,2,1,credit_card,0
630,54,two_year,35.15,15.5,1,0,debit,0
148,45,one_year,54.29,10.9,1,0,credit_card,0
1947,68,two_year,97.82,9.6,2,0,credit_card,1
361,33,month-to-month,98.35,13.9,4,0,debit,1
84,66,one_year,83.04,8.2,2,1,debit,0
49,33,two_year,26.66,11.6,2,0,cheque,0
469,9,two_year,36.7,7.1,2,0,cheque,0
156,55,one_year,98.65,22.4,3,0,cheque,1
1260,57,month-to-month,61.22,15.5,1,0,debit,0
1044,40,month-to-month,92.72,15.6,1,0,debit,1
1610,55,one_year,62.3,6.9,0,0,cheque,0
1420,67,one_year,106.54,3.9,2,0,credit_card,0
1320,28,month-to-month,91.92,24.5,1,0,credit_card,1
1650,45,two_year,108.41,10.8,0,0,debit,0
501,13,two_year,103.03,3.0,3,0,debit,1
1787,21,one_year,28.23,10.1,0,0,credit_card,0
180,21,one_year,99.51,14.2,2,0,credit_card,0
1821,45,one_year,74.65,9.6,0,1,cheque,0
1778,48,two_year,60.09,19.8,1,0,cheque,1
1145,18,one_year,109.95,34.0,0,1,credit_card,1
1839,72,month-to-month,91.52,4.8,0,0,cheque,0
1709,52,two_year,,8.6,0,0,cheque,0
747,39,one_year,28.94,5.1,6,0,bank_transfer,1
529,2,two_year,77.63,3.8,1,0,cheque,1
347,6,month-to-month,52.48,14.3,3,0,bank_transfer,1
1405,8,month-to-month,36.97,2.6,1,0,debit,1
1986,6,two_year,48.78,7.5,1,0,bank_transfer,1
825,10,one_year,70.29,5.1,0,0,cheque,0
1998,33,two_year,,21.9,0,0,credit_card,0
1028,52,month-to-month,27.97,9.0,2,0,cheque,1
602,8,month-to-month,90.76,10.9,2,0,cheque,1
1062,23,month-to-month,102.36,9.6,0,0,cheque,1
244,66,month-to-month,55.44,,1,0,cheque,1
906,56,one_year,89.85,21.2,0,0,credit_card,0
1081,9,two_year,37.18,3.7,1,0,debit,0
1495,19,month-to-month,,10.5,2,0,cheque,0
313,24,month-to-month,86.82,8.4,2,0,credit_card,1
436,45,month-to-month,84.79,11.3,4,0,cheque,1
1924,7,month-to-month,63.76,22.9,0,0,credit_card,1
950,4,two_year,25.67,10.8,1,0,debit,1
309,27,month-to-month,75.74,3.5,2,0,debit,1
431,44,month-to-month,22.58,13.3,0,0,debit,0
661,50,month-to-month,42.61,16.8,0,0,bank_transfer,0
371,15,two_year,63.31,3.7,2,0,credit_card,0
567,65,month-to-month,95.98,7.7,4,0,cheque,1
1201,34,one_year,37.48,4.3,2,0,credit_card,0
182,20,month-to-month,26.13,5.2,1,0,bank_transfer,0
882,39,two_year,72.97,2.5,1,0,bank_transfer,0
622,50,month-to-month,75.55,8.6,1,1,cheque,0
941,8,two_year,57.62,11.6,2,0,bank_transfer,1
1736,5,month-to-month,104.19,4.9,1,0,credit_card,1
1407,3,one_year,67.33,11.1,0,0,credit_card,0
1698,38,month-to-month,40.77,15.5,1,0,credit_card,0
1870,18,month-to-month,38.1,22.1,2,1,credit_card,1
938,2,month-to-month,41.01,11.8,3,0,bank_transfer,1
1921,20,month-to-month,89.63,17.5,2,1,cheque,1
297,18,month-to-month,66.05,4.9,0,0,debit,1
917,39,month-to-month,59.84,11.7,1,0,credit_card,0
462,25,month-to-month,54.21,5.9,2,0,bank_transfer,1
1319,18,one_year,38.06,26.1,3,0,cheque,1
1325,37,month-to-month,,5.9,1,0,credit_card,0
378,22,one_year,103.99,6.9,1,0,bank_transfer,0
799,8,month-to-month,69.15,8.4,1,0,cheque,0
1118,40,month-to-month,107.55,6.0,1,0,credit_card,1
106,37,month-to-month,81.94,3.4,0,1,debit,0
127,9,month-to-month,109.03,6.6,0,0,debit,1
1513,58,month-to-month,104.81,13.4,2,1,debit,1
1327,22,two_year,58.99,13.6,1,0,cheque,1
1817,7,two_year,92.73,12.3,0,0,bank_transfer,0
356,31,month-to-month,35.91,10.2,0,0,debit,1
1636,52,two_year,91.68,19.0,3,0,bank_transfer,0
683,6,one_year,43.79,3.3,2,0,debit,0
1795,14,two_year,78.83,7.4,1,0,bank_transfer,1
887,6,one_year,88.06,23.5,0,0,cheque,0
210,29,one_year,103.05,7.5,2,0,credit_card,0
1263,36,month-to-month,106.56,7.9,0,0,bank_transfer,1
141,33,two_year,94.99,12.4,3,0,bank_transfer,0
1455,50,one_year,107.94,29.2,1,0,debit,0
1356,65,one_year,107.41,11.7,0,0,debit,0
1609,22,two_year,53.96,11.6,1,0,bank_transfer,0
1594,20,month-to-month,90.73,10.8,0,0,debit,1
1111,25,one_year,,,2,0,credit_card,0
863,8,two_year,104.64,14.0,1,0,debit,1
907,68,month-to-month,86.09,24.5,2,0,debit,1
712,51,month-to-month,83.04,5.0,1,1,debit,0
1789,34,month-to-month,72.45,10.2,0,1,cheque,1
880,66,month-to-month,26.28,24.2,2,0,debit,0
875,17,month-to-month,73.15,35.2,1,1,credit_card,1
11,18,month-to-month,,10.6,2,0,debit,1
1772,30,month-to-month,70.51,30.2,0,0,cheque,1
1139,63,one_year,66.23,9.6,1,0,cheque,1
283,12,one_year,66.06,7.6,1,0,cheque,1
811,11,two_year,45.71,8.6,0,0,bank_transfer,0
1106,53,one_year,40.68,11.2,1,0,debit,0
292,19,two_year,,10.4,2,0,bank_transfer,0
755,2,two_year,59.04,13.9,0,1,credit_card,1
627,13,one_year,47.49,3.0,2,0,bank_transfer,0
1856,51,month-to-month,58.05,5.0,0,1,credit_card,1
129,50,one_year,66.12,27.8,1,0,credit_card,0
130,50,one_year,91.76,14.0,1,0,credit_card,0
1191,37,one_year,22.08,2.5,1,0,bank_transfer,0
844,15,two_year,55.88,9.3,2,0,debit,1
324,16,two_year,91.43,16.7,0,0,cheque,0
1104,20,month-to-month,77.73,10.2,2,0,cheque,1
858,9,two_year,55.77,18.9,0,0,debit,1
1987,39,month-to-month,63.25,17.6,1,0,cheque,1
1889,44,month-to-month,37.52,14.0,0,0,bank_transfer,0
1024,6,month-to-month,70.51,13.8,1,1,debit,1
888,15,month-to-month,30.23,2.7,1,0,debit,1
696,31,month-to-month,106.43,13.6,0,0,cheque,1
216,21,one_year,25.81,13.9,0,0,credit_card,0
1055,42,month-to-month,81.54,6.3,0,0,credit_card,1
1449,2,one_year,90.43,5.6,1,0,bank_transfer,1
159,8,one_year,56.7,4.6,2,0,cheque,1
1866,4,two_year,46.35,6.3,2,0,cheque,0
1006,55,one_year,,6.4,2,0,bank_transfer,0
908,11,month-to-month,,,0,0,cheque,0
842,34,month-to-month,27.15,24.4,4,0,bank_transfer,0
635,19,month-to-month,96.76,4.2,0,1,debit,0
517,40,month-to-month,98.58,14.0,0,0,credit_card,0
1665,38,one_year,76.64,17.9,0,0,credit_card,0
1612,58,month-to-month,99.53,7.3,0,0,credit_card,0
598,66,month-to-month,37.42,8.4,1,0,credit_card,0
196,8,two_year,23.44,7.4,0,0,credit_card,1
1663,58,two_year,69.53,4.8,2,0,cheque,0
953,55,one_year,49.91,15.3,1,0,credit_card,0
411,22,month-to-month,26.66,47.4,0,0,bank_transfer,1
97,8,one_year,22.14,14.3,0,0,bank_transfer,0
1875,8,one_year,31.55,6.8,0,0,credit_card,0
964,49,month-to-month,55.99,14.3,1,0,debit,0
157,4,month-to-month,36.09,9.4,2,0,bank_transfer,1
420,36,month-to-month,22.25,11.9,1,0,cheque,0
1826,69,two_year,56.31,5.8,3,0,cheque,0
478,14,month-to-month,85.68,16.1,2,0,debit,0
1880,71,one_year,,13.0,0,1,credit_card,0
669,44,one_year,66.19,11.6,0,0,cheque,0
1808,35,month-to-month,57.11,9.3,1,0,bank_transfer,1
1897,9,month-to-month,92.59,26.7,2,0,cheque,1
1316,8,month-to-month,84.27,16.6,3,0,bank_transfer,0
448,47,one_year,47.98,7.1,0,0,cheque,1
554,20,month-to-month,65.46,10.9,1,0,cheque,0
179,69,one_year,32.18,22.8,0,0,bank_transfer,0
391,27,month-to-month,103.96,20.2,1,0,credit_card,1
579,54,one_year,34.47,9.2,2,0,bank_transfer,0
1937,23,one_year,49.66,4.7,1,1,debit,0
1728,71,month-to-month,45.93,10.1,0,0,credit_card,0
1304,48,month-to-month,43.57,,1,1,debit,1
1705,20,month-to-month,35.9,16.9,1,0,cheque,1
1656,27,month-to-month,42.99,17.6,2,0,debit,0
821,31,month-to-month,65.87,7.7,1,1,credit_card,0
1848,27,one_year,54.34,21.3,1,0,cheque,1
1002,39,month-to-month,39.83,14.0,1,0,debit,1
1812,51,month-to-month,31.72,18.8,1,0,debit,0
665,56,two_year,80.94,14.6,0,0,bank_transfer,0
143,64,two_year,73.18,4.5,2,0,credit_card,0
1608,40,one_year,61.41,19.1,0,0,cheque,0
1447,1,two_year,67.92,,1,0,credit_card,1
865,23,month-to-month,64.08,7.6,2,0,bank_transfer,1
422,19,one_year,74.29,6.1,0,1,debit,0
637,60,one_year,21.43,18.7,0,0,credit_card,0
1424,46,one_year,52.62,15.3,2,0,cheque,0
800,36,month-to-month,36.69,24.3,2,0,cheque,0
1101,46,month-to-month,51.2,4.6,1,0,cheque,0
616,41,month-to-month,32.41,8.0,2,1,cheque,1
295,10,month-to-month,45.06,8.0,1,1,bank_transfer,1
939,4,month-to-month,,19.0,1,0,credit_card,1
945,8,month-to-month,20.7,13.3,1,0,bank_transfer,0
1928,58,month-to-month,106.08,,1,0,debit,0
89,30,month-to-month,47.76,3.8,3,1,credit_card,1
42,65,month-to-month,58.69,4.9,0,0,cheque,0
1825,40,one_year,102.72,8.0,2,0,bank_transfer,0
1959,52,one_year,108.51,8.5,0,0,cheque,0
132,25,month-to-month,,3.3,1,0,bank_transfer,1
1019,69,month-to-month,89.47,5.4,1,1,debit,0
1007,67,month-to-month,52.17,12.8,0,0,bank_transfer,0
1985,38,one_year,41.03,11.6,2,0,cheque,1
1879,35,one_year,99.01,18.4,1,0,bank_transfer,1
1361,70,month-to-month,21.4,3.1,0,0,debit,0
1518,4,one_year,34.95,3.8,2,0,credit_card,0
165,66,month-to-month,106.09,12.3,1,0,debit,0
725,49,month-to-month,80.11,8.8,0,0,debit,0
291,41,month-to-month,27.62,24.2,2,0,bank_transfer,0
1158,57,two_year,53.04,14.9,1,0,cheque,0
1555,71,one_year,58.56,27.4,1,0,credit_card,0
1922,9,month-to-month,30.03,13.5,0,0,debit,1
906,56,one_year,89.85,21.2,0,0,credit_card,0
1379,17,month-to-month,91.77,11.0,3,0,credit_card,1
779,11,one_year,92.0,12.5,3,1,bank_transfer,1
840,26,one_year,80.23,7.0,1,0,bank_transfer,0
349,37,month-to-month,83.96,8.6,1,0,credit_card,0
1970,16,month-to-month,85.45,,2,0,cheque,1
572,47,month-to-month,77.85,17.0,0,0,debit,0
918,33,one_year,56.36,17.1,0,0,cheque,0
994,6,month-to-month,102.09,7.4,1,0,cheque,1
1912,28,month-to-month,82.94,4.8,3,0,cheque,1
1488,6,one_year,100.03,8.2,0,0,bank_transfer,1
1611,32,month-to-month,84.73,9.5,2,0,cheque,1
1334,45,one_year,91.79,17.8,0,0,cheque,1
1868,13,two_year,108.98,12.5,1,0,cheque,1
137,12,one_year,102.35,10.7,0,0,credit_card,0
459,15,month-to-month,30.87,9.2,0,0,bank_transfer,0
376,57,month-to-month,33.66,8.8,1,0,cheque,0
1359,52,one_year,49.92,7.8,1,0,cheque,0
334,60,two_year,,4.1,2,0,cheque,0
1323,63,month-to-month,33.8,21.5,1,1,credit_card,0
1352,15,month-to-month,29.04,9.9,2,0,bank_transfer,1
1948,35,month-to-month,21.01,28.1,2,0,credit_card,1
1783,22,month-to-month,75.64,5.8,2,0,credit_card,1
1476,57,month-to-month,44.77,7.0,0,1,debit,0
817,63,month-to-month,91.85,9.1,2,0,cheque,0
1721,36,one_year,90.0,3.6,0,1,credit_card,0
1023,61,two_year,49.13,8.9,0,0,cheque,0
1894,65,month-to-month,45.89,7.0,2,0,cheque,0
1522,41,one_year,56.43,23.7,1,1,credit_card,0
1520,35,one_year,46.02,9.8,1,0,cheque,0
911,27,month-to-month,41.69,15.6,0,0,bank_transfer,1
1955,17,month-to-month,83.17,6.0,0,0,debit,1
1284,72,one_year,33.21,10.0,0,0,credit_card,0
329,34,month-to-month,76.28,21.5,1,0,credit_card,0
1048,18,month-to-month,69.41,23.7,0,1,debit,0
319,69,month-to-month,91.34,6.0,1,0,cheque,0
1549,60,month-to-month,53.26,7.0,0,0,bank_transfer,0
1376,4,two_year,104.59,21.0,1,0,credit_card,0
1755,66,two_year,56.24,18.1,3,0,credit_card,0
168,11,two_year,92.94,18.1,1,0,debit,0
13,25,one_year,38.45,2.3,0,0,credit_card,0
1952,35,month-to-month,74.09,7.8,0,0,debit,1
172,13,month-to-month,22.07,19.4,1,1,bank_transfer,0
650,52,one_year,98.65,8.8,0,0,cheque,0
1853,33,month-to-month,,21.4,1,0,debit,1
261,55,month-to-month,97.16,5.4,0,0,debit,0
1229,69,month-to-month,107.39,,0,0,bank_transfer,0
1911,6,two_year,56.95,6.5,0,0,debit,0
902,1,month-to-month,97.4,6.3,2,0,debit,1
673,31,one_year,,2.6,1,0,credit_card,0
259,57,one_year,59.97,15.0,4,1,debit,1
845,1,month-to-month,67.47,12.3,1,0,credit_card,1
868,25,month-to-month,105.34,7.1,3,0,cheque,0
1346,43,two_year,58.72,20.2,0,0,bank_transfer,0
139,18,one_year,48.0,40.5,0,1,bank_transfer,0
894,67,month-to-month,42.27,6.1,2,0,credit_card,0
1861,53,month-to-month,28.29,13.4,0,0,bank_transfer,0
550,36,month-to-month,35.57,8.8,2,0,debit,0
320,55,one_year,62.78,9.4,0,0,bank_transfer,0
1546,33,one_year,96.71,11.0,1,0,cheque,1
